id	question	label
1914	Who 's the only man to have won the Olympic decathlon twice ?	HUM
1915	What Kenyan city is the safari center for East Africa ?	LOC
1916	Why do men snore ?	DESC
1917	What causes `` rolling thunder '' ?	DESC
1918	What is the name of Miss India 1994 ?	HUM
1919	What four U.S. states have active volcanoes ?	LOC
1920	What 's the setting of John Le Carre 's A Small Town in Germany ?	DESC
1921	What does an echidna look like ?	DESC
1922	What is the secret of the universe ?	DESC
1923	Who was the second man to walk on the moon ?	HUM
1924	What major Victorian novelist spent as much time working for the post office as he did writing ?	HUM
1925	What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?	DESC
1926	The major league baseball team in Pittsburgh is called what ?	HUM
1927	What is the name of the Islamic counterpart to the Red Cross ?	ENTY
1928	What year were the Olympic Games played in where Nadia Comaneci became popular ?	NUM
1929	What is glass made of ?	ENTY
1930	How did Lee Harvey Oswald purchase his rifle ?	DESC
1931	How do I sing like Elvis Presley ?	DESC
1932	What are the biggest Indian airports ?	LOC
1933	What is the folklore story regarding birds ' nests and birds in Christmas trees ?	ENTY
1934	What are the world 's three largest oceans , in order of size ?	LOC
1935	Who is the Pope ?	HUM
1936	Where on the Internet can I find information on laundry detergent ?	LOC
1937	What do the French call La Manche ?	ENTY
1938	What 's an easy way to count the approximate number of fish in a lake ?	ENTY
1939	How do you clean up a cache ?	DESC
1940	What was the name of Aristotle Onassis 's yacht ?	ENTY
1941	What is a fear of being dirty ?	ENTY
1942	What animal occurs in Spielberg 's `` Jaws '' ?	ENTY
1943	What 's the Red Planet ?	DESC
1944	The Shea & Gould law firm had an office in L.A. for how many years ?	NUM
1945	What 's the most common surname in America ?	HUM
1946	How long does it take the typical American to eat 23 quarts of ice cream ?	NUM
1947	What is the difference between a fruit and a vegetable ?	DESC
1948	What kind of tree graces Lebanon 's flag ?	ENTY
1949	What is tumbled marble ?	DESC
1950	What are the various ways in which one can measure IT User Satisfaction Level ?	ENTY
1951	What city is sometimes called The Athens of Switzerland ?	LOC
1952	Where did bocci originate ?	LOC
1953	How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .	DESC
1954	What are the Valdez Principles ?	DESC
1955	How can I easily remove red wine stains from t-shirts ?	DESC
1956	How do you write MLA style bibliographies for an Internet source ?	DESC
1957	Who is Imam Hussain Ben Ali whom Shia people believe in ?	HUM
1958	What is the origin of the word assassinate ?	DESC
1959	Where can I find information about Bob Barr , representative from Georgia ?	LOC
1960	What is the frequency of VHF ?	NUM
1961	What are the Arabic Numerals from 1 to 10 ?	DESC
1962	What does the policeman become in the Canadian edition of Monopoly ?	ENTY
1963	How many electoral votes does it take to win presidency ?	NUM
1964	What is digitalis ?	DESC
1965	What kind of flowers does detective Nero Wolfe raise ?	ENTY
1966	What was paper made of in the late 16th century ?	ENTY
1967	Who was William Henry Harrison ?	HUM
1968	What was the outcome of the 1945 Yalta Conference ?	DESC
1969	What is `` flintknapping '' ?	DESC
1970	What 's the most popular contact lens color ?	ENTY
1971	What were the cities of Dickens 's A Tale of Two Cities ?	LOC
1972	What causes canker sores in the mouth ?	DESC
1973	In what year was the movie the Ten Commandments released ?	NUM
1974	What is the fastest fish in the world ?	ENTY
1975	What color are the castellated walls of the Kremlin ?	ENTY
1976	What is celebrated during the week of February 21-27 ?	ENTY
1977	What is damage to business and government caused by bureaucracy ?	ENTY
1978	What countries have the best math students ?	LOC
1979	When was the De Beers company founded ?	NUM
1980	What was a California prayer book to an Old West gambler ?	ENTY
1981	Who was the first black performer to have his own network TV show ?	HUM
1982	What 's another name for aspartame ?	ENTY
1983	What did John F. Kennedy consider his greatest blunder in office ?	DESC
1984	What 's the abbreviation for trinitrotoluene ?	ABBR
1985	What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?	ENTY
1986	What is the date of Bastille Day ?	NUM
1987	What is IOC an abbreviation of ?	ABBR
1988	What 's the proud claim to fame of the young women who formed Kappa Alpha Theta ?	DESC
1989	Which two products use a tiger as their symbol ?	ENTY
1990	Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?	LOC
1991	What color eyes are most sensitive to light ?	ENTY
1992	How much folic acid should an expectant mother get daily ?	NUM
1993	What company uses the unfamiliar faces of its celebrity spokespeople to promote the use of its product ?	HUM
1994	What disease does Katharine Hepburn have that makes her voice shake ?	ENTY
1995	What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?	DESC
1996	How much caffeine is in a 16 oz cup of coffee ?	NUM
1997	What is the name of the art of growing miniature trees ?	ENTY
1998	What two countries in South America are landlocked ?	LOC
1999	What does Tiffany mean ?	DESC
2000	Why do magnets attract ?	DESC
2001	How do you address a Chinese person ?	DESC
2002	What is the meaning of thalassemia ?	DESC
2003	What is Columbia Tristar 's phone number ?	NUM
2004	How do I impress a guy ?	DESC
2005	What does the method called `` cold fusion '' create ?	ENTY
2006	When did Princess Diana and Prince Charles get married ?	NUM
2007	What determines the value of the pearl ?	ENTY
2008	Which country did Hitler rule ?	LOC
2009	What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?	ENTY
2010	Who directed The Wild Bunch ?	HUM
2011	What are emblazoned on the Jolly Roger ?	ENTY
2012	The Orange Bowl is in what city ?	LOC
2013	What are the alveoli ?	DESC
2014	What comedian was born Allen Stewart Konigsberg ?	HUM
2015	How many Leos have been Pope ?	NUM
2016	What state was Herbert Hoover born in ?	LOC
2017	What TV series featured Neal , a martini-drinking St. Bernard ?	ENTY
2018	What developed a crack in 1835 while tolling the death of U.S. Chief Justice John Marshall ?	ENTY
2019	How many fiddlers did Old King Cole have ?	NUM
2020	What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?	HUM
2021	What is ethylene ?	DESC
2022	What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?	ENTY
2023	What is a fear of clouds ?	ENTY
2024	What is the music used in the new VW Beetle commercial where the car spins and changes colors ?	ENTY
2025	What is a fear of pregnancy ?	ENTY
2026	What is the population in India ?	NUM
2027	What is the origin of the word `` pallbearer ? ''	DESC
2028	How long do flies live ?	NUM
2029	Why is Microsoft 's Windows 3 software so successful ?	DESC
2030	Who runs Andy Capp 's favorite pub ?	HUM
2031	What state produces the best lobster to eat ?	LOC
2032	How many times a day does the typical person go to the bathroom ?	NUM
2033	What bowl game began as an East-West contest between Michigan and Stanford in 192 ?	ENTY
2034	What islands got their name from the Spanish baja mar , meaning shallow water ?	LOC
2035	What is deadrise , nautical , ?	DESC
2036	What 's the official language of Algeria ?	ENTY
2037	What took first prize in Omni magazine 's contest to find the `` ultimate unanswerable question '' ?	ENTY
2038	What six words follow the line : `` From a jack to a king.. . '' ?	ENTY
2039	How do I find a city if I have the area code ?	DESC
2040	What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?	HUM
2041	What foods contain the most protein ?	ENTY
2042	What President was assassinated by Charles J. Guiteau ?	HUM
2043	What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?	HUM
2044	How many feet long is a baseball pitcher 's rubber ?	NUM
2045	What was the nationality of Jackson Pollock ?	LOC
2046	Who invented the game bowling ?	HUM
2047	What are the snakes of New England ?	ENTY
2048	How many times larger than life size is the Statue of Liberty ?	NUM
2049	What is the name of the country which Hitler ruled ?	LOC
2050	What group kidnaped Patricia Hearst ?	HUM
2051	How long does a human live ?	NUM
2052	Where can I get U.S. economic statistics ?	LOC
2053	How many Superbowls have the ers won ?	NUM
2054	What do you do when your mouse is n't working as fast as it 's supposed to ?	DESC
2055	What is a gandy dancer ?	DESC
2056	Who is the creator of `` The Muppets '' ?	HUM
2057	Which of the following celebrities started his show-biz career as a disc jockey ?	HUM
2058	What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?	ENTY
2059	What 's a perfect score in a gymnastics exercise ?	NUM
2060	What is the dot on an the letter i called ?	ENTY
2061	What 's the capital of Iowa ?	LOC
2062	Who asked you to do the Loco-Motion with her in 1962 ?	HUM
2063	What 's the rathaus in Frankfurt ?	DESC
2064	What President served for five years , six months and 2 days ?	HUM
2065	What do you call the feeling of having experienced something before ?	ENTY
2066	What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?	DESC
2067	What is the abbreviated form of the National Bureau of Investigation ?	ABBR
2068	What is a fear of odors , body , ?	ENTY
2069	What is the formula to calculate pi ?	ENTY
2070	What is the difference between a bachelor and a 1 bedroom apartment ?	DESC
2071	What is Drew Barrymore 's middle name ?	HUM
2072	How do you write a book report ?	DESC
2073	What are Cobol , Fortran , and Pascal ?	DESC
2074	What is Supergirl 's secret identity ?	HUM
2075	What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?	LOC
2076	What court does Bob Woodward describe in The Brethren ?	HUM
2077	Who made the first surfboard ?	HUM
2078	What is the name of the police officer who tried to keep order in Top Cat 's neighborhood ?	HUM
2079	On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?	NUM
2080	What are the highest-paying odds on a roulette table ?	NUM
2081	In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?	NUM
2082	How many films did Ingmar Bergman make ?	NUM
2083	What does a deltiologist collect ?	ENTY
2084	What is Garry Kasparov famous for ?	DESC
2085	What does the `` c '' stand for in the equation E=mc2 ?	ABBR
2086	Who is the Greek God of the Sea ?	HUM
2087	What well-known music personality is the father of an adopted son named Hans Christian Henderson ?	HUM
2088	How do you measure the heat of the sun ?	DESC
2089	Why do some people have two different color eyes ?	DESC
2090	Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?	ENTY
2091	When was the first Barbie produced ?	NUM
2092	What 's the hardest substance in the human body ?	ENTY
2093	Who was the first woman governor of Wyoming ?	HUM
2094	How many more weeks of winter are there if a ground hog sees his shadow ?	NUM
2095	What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?	HUM
2096	How do birds find their way back to the same place every year ?	DESC
2097	Where is the Henry Ford Museum ?	LOC
2098	Name a film that has won the Golden Bear in the Berlin Film Festival ?	ENTY
2099	What 's the International Lawn Tennis Challenge Trophy usually called ?	ENTY
2100	What year did nylon stockings first go on sale ?	NUM
2101	What is a research expedition in mountain climbing ?	ENTY
2102	On which flight did Fawaz Younis commit air piracy and hostage taking ?	ENTY
2103	What are the 10 largest cities in the US ?	LOC
2104	What is a wart ?	DESC
2105	What is spaceball played on ?	DESC
2106	How does rabies spread ?	DESC
2107	What famous comedian recently tried without success to revive the play ?	HUM
2108	What is Drew Barrymore 's email address ?	LOC
2109	How can you tell if someone is lying ?	DESC
2110	What is the difference between a preface and a foreword ?	DESC
2111	What are fingernails made of ?	ENTY
2112	What nationality were the 123 people who died in the Black Hole of Calcutta ?	LOC
2113	What does storm wave mean in Japanese ?	DESC
2114	Why do they sterilize the needle for lethal injection ?	DESC
2115	What TV family sometimes buys eclairs from Nelson 's Bakery ?	HUM
2116	How can you get rust stains out of clothing ?	DESC
2117	How does a small businessman contact the Good Humor Ice Cream company to do business with them ?	DESC
2118	What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?	HUM
2119	Who was Charles Lindbergh 's wife ?	HUM
2120	Who sings Angel Eyes from the 80 's ?	HUM
